ID_event,Event_Type,Event_Description,Event_Strength,Geographic_Impact,Start_date,End_date,Precise_Date_Start,Precise_Date_End,Season,Chronological_precision,Lat,Lon,Modern_Location_Name,Ancient_Location_Name,Spatial_Precision,Extra_Notes,Paleoenvironmental_Comparison
260,11,L'annalista registra al 30 novembre 1119 un'eclissi lunare,1,4,1119,1119,30/11/1119,30/11/1119,Autunno,5,,,Italia,Italia,FALSE,,
261,10,L'atto datato 23 febbraio 1271 c'informa di una tempesta di venti avvenuta presso Otranto,2,1,1271,1271,23/02/1271,23/02/1271,Inverno,5,40.14,18.49,Otranto,Ydrontum,TRUE,,
262,10,L'atto datato all'anno 1272 c'informa del mare in tempesta e di venti contrari a Brindisi,2,1,1272,1272,,,,,40.6355697,17.94,Brindisi,Brundisium,TRUE,,
263,10,L'atto datato 7 luglio 1277 c'informa che due navi veneziane si rifugiarono al porto di Vieste a causa del mare e dei venti in tempesta ,1,1,1277,1277,07/07/1277,07/07/1277,Estate,5,41.8818262,16.16940201,Vieste,Vestum,TRUE,,
264,3,Il resoconto di spesa datato 31 gennaio 1354 c'informa di un'alluvione tra Salpi e Manfredonia probabilmente causata dalla piena dell'Ofanto o del Cervaro,2,1,1354,1354,31/01/1354,31/01/1354,Inverno,5,41.40028748,15.98822823,Salpi/Manfredonia,,TRUE,,
265,14,"Il cronista c'informa che al 10 settembre del 1088 ci fu un grande terremoto in Puglia che ebbe modo di causare danni al monastero di Santo Stefano, a Vasto, Pescare e altri luoghi",2,3,1088,1088,10/09/1088,10/09/1088,Estate,5,,,Puglia/Abruzzo,Apulia/Aprutium,FALSE,,
266,10,"Il cronista indica all'anno 1130, all'11 di ottobre, una grande tempesta di mare con venti forti",2,3,1130,1130,11/10/1130,11/10/1130,Autunno,5,,,Abruzzo,Aprutium,FALSE,,
267,14,Il cronista indica all'11 ottobre 1130 un terremoto presso le Isole Tremiti che ebbe modo di causare danni al monastero di Santo Stefano,2,1,1130,1130,11/10/1130,11/10/1130,Autunno,5,42.12,15.5,Isole Tremiti,Insulae Tremitis,TRUE,,
268,7,Il cronista c'informa che all'anno 1139 ci fu un'invasione di cavallette in tutto l'Abruzzo e le terre vicine durata fino al 1140,3,3,1139,1140,,,,2,,,Abruzzo,Aprutium,FALSE,,
269,4,Il cronista indica all'anno 1142 che nell'inverno ci furono molte nevicate e grandinate tali da seccare gli alberi da frutto e uccidere molto bestiame,2,3,1142,1142,,,Inverno,3,,,Abruzzo,Aprutium,FALSE,,
270,6,Il cronista c'informa come alcuni cardinali temettero di navigare in mare presso Vasto a causa delle tempeste e delle inondazioni tra gennaio e febbraio [del 1177],1,1,1177,1177,01/01/1177,28/02/1177,Inverno,5,41.8818262,16.16940201,Vieste,Vesta,TRUE,,
271,10,Il cronista c'informa come alcuni cardinali temettero di navigare in mare presso Vasto a causa delle tempeste e delle inondazioni tra gennaio e febbraio [del 1177],1,1,1177,1177,01/01/1177,28/02/1177,Inverno,5,41.8818262,16.16940201,Vieste,Vesta,TRUE,,
272,2,Il cronista c'informa di una carestia passata in Puglia risolta dal re di Sicilia (1177),1,3,1177,1177,,,,3,,,Puglia,Apulia,FALSE,,
273,11,Il cronista registra al 5 marzo 1178 un'eclissi lunare,1,4,1178,1178,05/03/1178,05/03/1178,Inverno,5,,,Italia,Italia,FALSE,,
274,11,Il cronista registra al 30 agosto 1178 un'eclissi lunare,1,4,1178,1178,30/08/1178,30/08/1178,Estate,5,,,Italia,Italia,FALSE,,
275,2,Il cronista registra all'anno 1103 una grande carestia che ebbe modo di colpire la Terra d'Otranto,2,2,1103,1103,,,,3,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
276,2,Il cronista registra all'anno 1186 una grande carestia di grano in Terra d'Otranto tanto che la gente per campare managiava le cortecce degli alberi e le erbe delle campagne,2,2,1186,1186,,,,3,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
277,12,Il cronista registra all'anno 1188 una grande percentuale di morti di uomini e di animali in Terra d'Otranto,2,2,1188,1188,,,,3,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
278,7,Il cronista registra all'anno 1188 un'invasione di cavallette che devastarono le campagne in Terra d'Otranto,2,2,1188,1188,,,,3,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
279,2,"Il cronista registra all'anno 1202 una grande carestia di grano causata da alluvioni, probabilmente riferendosi alla Puglia",2,3,1202,1202,,,,3,,,Puglia,Apulia,FALSE,,
280,3,"Il cronista registra all'anno 1202 delle grandi alluvioni che affogarono le semine, probabilmente riferendosi alla Puglia",2,3,1202,1202,,,,3,,,Puglia,Apulia,FALSE,,
281,7,Il cronista registra all'anno 1220 un'invasione di cavallette in Terra d'Otranto che fecero grandi danni alle semine,2,2,1220,1220,,,,3,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
282,7,Il cronista registra all'anno 1230 un'invasione di cavallette in tutto il Regno tanto che l'imperatore diede l'ordine che ogni persona dovesse impegnarsi ad eliminarli,4,4,1230,1230,,,,3,,,Regno,Regnum,FALSE,,
283,14,"Il cronista registra all'anno 1245 un grande terremoto, verosimilmente in Puglia, tale da distruggere molte case e facendo molti danni alla chiesa del monastero",2,3,1245,1245,,,,3,,,Puglia,Apulia,FALSE,,
284,14,Il cronista registra all'anno 1350 un grande terremoto tale da distruggere buona parte della chiesa del monastero,2,3,1350,1350,,,,3,,,Puglia,Apulia,FALSE,,
285,4,"Il cronista registra all'anno 1395 delle grandi alluvioni, sicuramente in Puglia",1,3,1395,1395,,,,3,,,Puglia,Apulia,FALSE,,
286,14,"Il cronista registra all'anno 1395 un grande terremoto avvenuto nella provincia del monastero, verosimilmente in Terra d'Otranto",2,2,1395,1395,,,,3,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
287,14,Il cronista indica al 25 di novembre del 1254 un terremoto avvenuto in tutto il Regno,2,4,1254,1254,25/11/1254,25/11/1254,Autunno,5,,,Regno,Regnum,FALSE,,
288,10,Il cronista indica al 23 di maggio [del 1260] delle forti tempeste di vento che da Castiello a Trani scoperse tutte le case,2,3,1260,1260,23/05/1260,23/05/1260,Primavera,5,,,Puglia,Apulia,FALSE,,
289,14,Il cronista registra al 10 aprile 1267 un grande terremoto che distrusse il campanile di Bari e molte case,2,1,1267,1267,10/04/1267,10/04/1267,Primavera,5,41.07,16.52,Bari,Barum,TRUE,,
290,2,Il cronista indica all'anno 1011 un grande carestia che invase l'Italia,2,4,1011,1011,,,,3,,,Italia,Italia,FALSE,,
291,8,L'atto datato 15 agosto 1278 c'informa che per il troppo caldo gli operai delle mura di 'Mauli' erano costretti a lavorare di notte,1,1,1278,1278,15/08/1278,15/08/1278,Estate,5,,,,Maulum,TRUE,,
292,5,L'annalista indica all'anno 1419 delle pioggie di 'sangue' in tutto il Regno,1,4,1419,1419,,,,3,,,Regno,Regnum,FALSE,,
293,12,Il cronista indica all'anno 1429 una morìa di animali causata dalla peste in Terra d'Otranto dal mese di marzo a quello di settembre,2,2,1429,1429,01/03/1429,30/09/1429,Primavera/Estate/Autunno,5,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
294,3,"Il cronista indica all'anno 1430, nel mese di dicembre, l'avvento di un'alluvione in Terra d'Otranto che distrusse molte case e seminati",2,2,1430,1430,1/12/1430,31/12/1430,Autunno/Inverno,5,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
295,5,"Il cronista indica all'anno 1430, nel mese di dicembre, forti precipitazioni in Terra d'Otranto che distrussero molte case e seminati",2,2,1430,1430,1/12/1430,31/12/1430,Autunno/Inverno,5,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
296,12,"Il cronista indica all'anno 1430, nel mese di dicembre, l'avvento di un'alluvione in Terra d'Otranto che distrusse molte case, seminati e uccise anche gli animali",2,2,1430,1430,1/12/1430,31/12/1430,Autunno/Inverno,5,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
297,14,"Il cronista indica al 5 dicembre 1456, alle ore 11, un forte terremoto in tutto il Regno che distrusse edifici in Abruzzo, in Campania e per quanto riguarda la Terra d'Otranto fece danni a Brindisi, Oria, Alessano, Castro, Manduria, Nerito e Lezze",3,4,1456,1456,11/12/1456,11/12/1456,Autunno,5,40.13916372,18.47937996,Regno/Terra d'Otranto,Regnum/Terra Hydronti,FALSE,,
298,4,"Il cronista indica all'anno 1457, precisamente al 15 gennaio, una grande nevicata in Terra d'Otranto arrivata a circa dodici palmi che uccise molti animali e ebbe modo di seccare molti alberi",2,2,1457,1457,15/01/1457,15/01/1457,Inverno,5,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
299,12,"Il cronista indica all'anno 1457, precisamente al 15 gennaio, una grande nevicata in Terra d'Otranto arrivata a circa dodici palmi che uccise molti animali e ebbe modo di seccare molti alberi",2,2,1457,1457,15/01/1457,15/01/1457,Inverno,5,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
300,7,"Il cronista indica all'anno 1458, precisamente il 20 aprile, un'invasione di cavallette in Terra d'Otranto che distrusse tutto il seminato, i vigneti, gli alberi tanto che per tutto l'anno ci fu una carestia generale",2,2,1458,1458,20/04/1458,20/04/1458,Primavera,5,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
301,11,Il cronista indica al 15 settembre 1465 un'eclissi solare,1,4,1465,1465,15/09/1465,15/09/1465,Estate,5,,,Italia,Italia,FALSE,,
302,4,Il cronista indica al 3 maggio 1467 delle forti grandinate in Terra d'Otranto,2,2,1467,1467,03/05/1467,03/05/1467,Primavera,5,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
303,5,Il cronista indica al 3 maggio 1467 delle forti precipitazioni tanto che si credeva che fosse venuto il giorno del 'Giudizio',2,2,1467,1467,03/05/1467,03/05/1467,Primavera,5,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
304,10,Il cronista indica al 25 luglio del 1480 una forte tempesta a Brindisi tale da impedire l'approdo di una flotta,1,1,1480,1480,25/07/1480,25/07/1480,Estate,5,40.63465928,17.94,Brindisi,Brundisium,TRUE,,
305,5,Il cronista indica al 5 settembre 1483 delle forti precipitazioni in Terra d'Otranto,2,2,1483,1483,05/09/1483,05/09/1483,Autunno,5,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
306,4,Il cronista indica al 5 settembre 1483 una forte grandinata in Terra d'Otranto,2,2,1483,1483,05/09/1483,05/09/1483,Autunno,5,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
307,12,Il cronista indica al 5 settembre 1483 che a causa delle forti precipitazioni e della grandinata molti aninali morirono affogati,2,2,1483,1483,05/09/1483,05/09/1483,Autunno,5,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
308,11,Il cronista indica al 16 marzo del 1485 un'eclissi solare alle ore 22,1,4,1485,1485,16/03/1485,16/03/1485,Inverno,5,,,Italia,Italia,FALSE,,
309,14,L'annalista indica al 4 dicembre del 1456 un forte terremoto che distrusse le case di Napoli e altri luoghi per tutto il Regno,2,4,1456,1456,4/12/1456,4/12/1456,Autunno,5,,,Regno,Regnum,FALSE,,
310,14,L'annalista indica al 14 di gennaio del 1466 un forte terremoto,2,4,1466,1466,14/01/1466,14/01/1466,Inverno,5,,,Regno,Regnum,FALSE,,
311,7,L'annalista indica all'anno 1485 nel mese di marzo un'invasione di cavallette per tutto il Regno,2,4,1485,1485,01/03/1485,31/09/1485,Inverno/Primavera/Estate,5,,,Regno,Regnum,FALSE,,
312,11,L'annalista indica al 1° gennaio 1386 un'eclissi solare,1,4,1386,1386,01/01/1386,01/01/1386,Inverno,5,,,Italia,Italia,FALSE,,
313,14,"L'annalista indica al 5 di dicembre del 1456, alle ore 10, un grande terremoto",1,4,1456,1456,5/12/1456,5/12/1456,Autunno,5,,,Regno,Regnum,FALSE,,
314,11,L'annalista registra al 4 giugno 764 un'eclissi solare,1,4,764,764,04/06/0764,04/06/0764,Primavera,5,,,Italia,Italia,FALSE,,
315,11,L'annalista registra al 23 agosto 774 un'eclissi solare,1,4,774,774,23/08/774,23/08/774,Estate,5,,,Italia,Italia,FALSE,,
316,11,L'annalista registra al 1° ottobre 787 un'eclissi solare,1,4,787,787,1/10/0787,1/10/0787,Autunno,5,,,Italia,Italia,FALSE,,
317,11,L'annalista registra al 22 dicembre del 969 un'eclissi solare,1,4,969,969,22/12/969,22/12/969,Inverno,5,,,Italia,Italia,FALSE,,
318,11,L'annalista registra al 29 giugno 1034 un'eclissi solare,1,4,1034,1034,29/06/1034,29/06/1034,Estate,5,,,Italia,Italia,FALSE,,
319,11,L'annalista registra al 9 gennaio 1042 un'eclissi lunare,1,4,1042,1042,09/01/1042,09/01/1042,Inverno,5,,,Italia,Italia,FALSE,,
320,2,L'annalista registra al 1085 una grande carestia che ebbe modo di causare tanti decessi,3,4,1085,1085,,,,3,,,Italia,Italia,FALSE,,
321,11,L'annalista registra al 6 agosto 1096 un'eclissi lunare,1,4,1096,1096,06/08/1096,06/08/1096,Estate,5,,,Italia,Italia,FALSE,,
322,11,L'annalista registra all'anno 1178 un'eclissi solare,1,4,1178,1178,,,,3,,,Italia,Italia,FALSE,,
323,3,"Il cronista c'informa che nel 1105 ci fu un grande straripamento dei fiumi e la caduta di moltissima neve, tuttavia non indica nessuna localizzazione",1,4,1105,1105,,,,3,,,Regno,Regnum,FALSE,,
324,4,"Il cronista c'informa che nel 1105 ci fu un grande straripamento dei fiumi e la caduta di moltissima neve, tuttavia non indica nessuna localizzazione",1,4,1105,1105,,,,3,,,Regno,Regnum,FALSE,,
325,2,Il cronista c'informa che nel 1108 ci fu un cattivo raccolto di uva e una morìa di animali,1,4,1108,1108,,,,3,,,Regno,Regnum,FALSE,,
326,12,Il cronista c'informa che nel 1108 ci fu un cattivo raccolto di uva e una morìa di animali,1,4,1108,1108,,,,3,,,Regno,Regnum,FALSE,,
327,14,"Il cronista c'informa come nel 1113 ci furono una serie di terremoti che distrussero molti edifici di ogni genere, sconvolgendo anche le acque",3,4,1113,1113,,,,3,,,Regno,Regnum,FALSE,,
328,6,"Il cronista c'informa come nel 1113 ci furono una serie di terremoti che distrussero molti edifici di ogni genere, sconvolgendo anche le acque",3,4,1113,1113,,,,3,,,Regno,Regnum,FALSE,,
329,14,Il cronista c'informa che nel 1119 ci furono una serie di grandi terremoti,2,4,1119,1119,,,,3,,,Regno,Regnum,FALSE,,
330,14,Il cronista indica all'anno 1139 un terremoto molto violento che distrusse case in diversi luoghi,2,4,1139,1139,,,,3,,,Regno,Regnum,FALSE,,
331,7,Il cronista indica all'anno 1161 un'invasione di cavallette in alcune zone della Puglia. Rimasero due estati nella zona di Venafro e Isernia,2,3,1161,1163,,,,3,,,Puglia/Venafro/Isernia,Apulia/Venafrum/Sernia,TRUE,,
332,11,Il cronista registra al 5 marzo 1197 un'eclissi lunare,1,4,1197,1197,05/03/1197,05/03/1197,Inverno,5,,,Italia,Italia,FALSE,,
333,11,Il cronista registra al 29 luglio 1208 un'eclissi lunare,1,4,1208,1208,29/07/1208,29/07/1208,Estate,5,,,Italia,Italia,FALSE,,
334,14,"Il cronista indica all'anno 1209 una serie di terremoti in molte province, in particolare in quelle della Valvina e di Chieti",2,4,1209,1209,,,,3,,,Regno,Regnum,FALSE,,
335,3,Il cronista indica tra il gennaio e il febbraio del 1105 lo straripamento dei corsi d'acqua,1,4,1105,1105,01/01/1105,28/02/1105,Inverno,5,,,Regno,Regnum,FALSE,,
336,4,Il cronista registra tra il gennaio e il febbraio del 1105 una grande nevicata,1,4,1105,1105,01/01/1105,28/02/1105,Inverno,5,,,Regno,Regnum,FALSE,,
337,2,Il cronista registra all'anno 1108 una carestia di vino,1,4,1108,1108,,,,3,,,Regno,Regnum,FALSE,,
338,12,Il cronista registra all'anno 1108 una morìa di animali,1,4,1108,1108,,,,3,,,Regno,Regnum,FALSE,,
339,11,"Il cronista registra all'anno 1479, al 29 di giugno, un'eclisse solare",1,4,1479,1479,29/06/1479,29/06/1479,Estate,5,,,Italia,Italia,FALSE,,
340,11,"Il cronista registra all'anno 1485, al 6 di marzo, un'eclissi solare",1,4,1485,1485,06/03/1485,06/03/1485,Inverno,5,,,Italia,Italia,FALSE,,
341,7,"Il cronista registra all'anno 1485, nel mese di marzo, un'invasione di cavallette che fece molti danni ed ebbe modo di durare molti mesi",2,4,1485,1485,01/03/1485,31/03/1485,Inverno/Primavera,5,,,Regno,Regnum,FALSE,,
342,10,"L'agiografo descrive un miracolo avvenuto nel 1151 durante la traslazione dei resti di san Cataldo a Taranto, il quale interviene per salvare un pellegrino dal vento in tempesta, menzionando dei forti venti presso Trani",2,1,1151,1151,,,,3,41.2764668,16.41386453,Trani,Tranum,TRUE,,
343,10,"L'agiografo descrive un miracolo in vita di san Cataldo difficilmente collocabile cronologicamente, il quale, nelle acque presso la Puglia, riuscì a placare una tempesta gettando un anello in mare ",1,3,610/620,685,610/620,08/03/0685,,5,,,Puglia,Apulia,FALSE,,
344,10,"L'agiografo descrive un miracolo in vita di san Nicola Pellegrino difficilmente collocabile cronologicamente, il quale, presso il porto di Taranto, riuscì a far approdare una nave nonostante i forti venti contrari",1,1,1075,1094,1075,02/06/1094,,5,40.46,17.26,Taranto,Hydrontum,TRUE,,
345,3,Una petizione del 1372 del sindaco dell'Università di Trani indirizzata alla regina Giovanna menziona dei forti venti e un alluvione che arrecarono danni al porto e alle mura della città,2,1,1372,1372,,12/04/1372,Primavera,5,41.2764668,16.41386453,Trani,Tranum,TRUE,,
346,10,Una petizione del 1372 del sindaco dell'Università di Trani indirizzata alla regina Giovanna menziona dei forti venti e un alluvione che arrecarono danni al porto e alle mura della città,2,1,1372,1372,,12/04/1372,Primavera,5,41.2764668,16.41386453,Trani,Tranum,TRUE,,
347,3,Alluvione a Bari il 2 ottobre 1557,,1,1557,1557,2/10/1557,2/10/1557,Autunno,5,41.11970826,16.86057493,Bari,Barum,TRUE,,
348,3,Alluvione in Terra di Bari nel febbraio 1683,,1,1683,1683,,,,5,41.11970826,16.86057493,Bari,Barum,TRUE,,
349,3,Alluvione a Bari il 27 settembre del 1827,2,1,1827,1827,27/09/1827,27/09/1827,Autunno,5,41.11970826,16.86057493,Bari,Barum,TRUE,,
350,3,Alluvione in Terra di Bari nell'agosto del 1883,,1,1883,1883,,,,5,41.11970826,16.86057493,Bari,Barum,TRUE,,
351,3,Alluvione a Monopoli nel 1896,2,1,1896,1896,,,,3,40.95,17.29,Monopoli,,TRUE,,
352,3,Alluvione a Bari nel 1810,,1,1810,1810,,,,5,41.11970826,16.86057493,Bari,Barum,TRUE,,
353,3,Alluvione a Castellana-Grotte del 28 agosto 1741 dove il livello massimo delle acque ebbe modo di salire a 6 metri,,1,1741,1741,28/08/1741,28/08/1741,Estate,5,40.8835651,17.16729319,Castellana-Grotte,,TRUE,,
354,3,Si indica un'alluvione a Castellana-Grotte del 1° novembre 1784 dove il livello massimo delle acque ebbe modo di salire a 5 metri facendo 9 morti,2,1,1784,1784,01/11/1784,01/11/1784,Autunno,5,40.8835651,17.16729319,Castellana-Grotte,,TRUE,,
355,3,Alluvione a Castellana-Grotte del 19 settembre 1853,2,1,1853,1853,19/09/1853,19/09/1853,Estate,5,40.8835651,17.16729319,Castellana-Grotte,,TRUE,,
356,3,Alluvione a Castellana-Grotte del 12 ottobre 1855,2,1,1855,1855,12/10/1855,12/10/1855,Autunno,5,40.8835651,17.16729319,Castellana-Grotte,,TRUE,,
357,3,Alluvione a Castellana-Grotte del 22 giugno 1874,2,1,1874,1874,22/06/1874,22/06/1874,Estate,5,40.8835651,17.16729319,Castellana-Grotte,,TRUE,,
358,3,Alluvione a Castellana-Grotte del 24 settembre 1888,2,1,1888,1888,24/09/1888,24/09/1888,Autunno,5,40.8835651,17.16729319,Castellana-Grotte,,TRUE,,
359,3,Alluvione a Castellana-Grotte del 25 novembre 1894,2,1,1894,1894,25/11/1894,25/11/1894,Autunno,5,40.8835651,17.16729319,Castellana-Grotte,,TRUE,,
360,3,"Alluvione a Castellana-Grotte del 9 novembre 1896 che fece 4 morti e rese inabitabile circa seicento case; livello delle acque raggiunse i 5,40 metri",2,1,1896,1896,09/11/1896,09/11/1896,Autunno,5,40.8835651,17.16729319,Castellana-Grotte,,TRUE,,
361,2,Si indica una carestia in Puglia tra il 1763 e il 1764,3,3,1763,1764,,,,3,,,Puglia,Apulia,FALSE,,
362,7,Invasione di cavallette nel biennio 1727-1728 in Puglia tale da rendere disastrose le rese di frumento,2,3,1727,1727,,,,3,,,Puglia,Apulia,FALSE,,
363,7,Si indica un'invasione di cavallette nel maggio del 1759 in Terra d'Otranto,2,3,1759,1759,01/05/1759,31/05/1759,Primavera,5,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
364,7,Si indica un'invasione di cavallette dal luglio del 1756 in Terra di Bari,2,3,1756,1756,01/07/1756,31/07/1756,Estate,5,41.05276771,16.96981273,Terra di Bari,,,,
365,7,Si indica un'invasione di cavallette dalla fine di maggio del 1762 fino a luglio in Puglia,2,3,1762,1762,31/05/1762,15/07/1762,Primavera/Estate,5,,,Puglia,Apulia,FALSE,,
366,7,Si indica un'invasione di cavallette nel maggio del 1766 in Terra d'Otranto,2,3,1766,1766,01/05/1766,31/05/1766,Primavera,5,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
367,7,Si indica un'invasione di cavallette nel luglio del 1780 in Terra d'Otranto e in Terra di Bari,2,3,1780,1780,01/07/1780,31/07/1780,Estate,5,,,Terra d'Otranto/Terra di Bari,Terra Hydronti,FALSE,,
368,7,Si indica un'invasione di cavallette nella primavera del 1781 in Terra d'Ortanto e in Terra di Bari,2,3,1781,1781,,,Primavera,4,,,Terra d'Otranto/Terra di Bari,Terra Hydronti,FALSE,,
369,7,Si indica un'invasione di cavallette nell'estate del 1783 in Terra d'Otranto,2,3,1783,1783,,,Estate,4,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
370,7,Si indica un'invasione di cavallette nela primavera del 1784 in Terra d'Otranto,2,3,1784,1784,,,Primavera,4,40.13916372,18.47937996,Terra d'Otranto,Terra Hydronti,FALSE,,
371,7,Si indica un'invasione di cavallette nel maggio del 1762 nella zona di Lecce,2,1,1762,1762,01/05/1762,31/05/1762,Primavera,5,40.35,18.17,Lecce,,TRUE,,
372,7,Si indica un'invasione di cavallette nel maggio del 1762 nella zona di Poggiardo,2,1,1762,1762,01/05/1762,31/05/1762,Primavera,5,40.03,18.23,Poggiardo,,TRUE,,
373,5,Si indica delle precipitazioni importanti nel distretto di Barletta nel maggio del 1762 tali da rovinare il seminato,2,1,1762,1762,01/05/1762,31/05/1762,Primavera,5,41.31,16.28,Barletta,,TRUE,,
374,5,Si indica delle precipitazioni importanti nella zona di Poggiardo nell'estate del 1762 tali da far cadere i fiori dagli ulivi rovinando il raccolto,2,1,1762,1762,,,Estate,4,40.03,18.23,Poggiardo,,TRUE,,
375,1,Si indica una siccità persistente nella zona di Poggiardo dal settembre del 1762 fino a tutto ottobre che ebbe modo di causare una deludente vedemmia e la caduta di poche olive,2,1,1762,1762,01/09/1762,31/10/1762,Estate/Autunno,5,40.03,18.23,Poggiardo,,TRUE,,
376,9,Giacinto Cocola riferisce in una lettera del 30 aprile 1764 della presenza di tempi molto freddi e gelate a Bisceglie,2,1,1764,1764,30/04/1764,30/04/1764,Primavera,5,41.24,16.5,Bisceglie,,TRUE,,
377,9,Frate Domenico Caravaglio riferisce al Duca di Poggiardo che a Cerignola vi furono delle gelate tali da rovinare il raccolto del 1764,2,1,1764,1764,,,,3,41.26,15.89,Cerignola,,TRUE,,
378,2,Carestia nel 1651 ad Acquaviva delle Fonti,2,1,1651,1651,,,,3,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
379,2,Carestia nel 1657 ad Acquaviva delle Fonti,2,1,1657,1657,,,,3,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
380,2,Carestia nel 1672 ad Acquaviva delle Fonti,2,1,1672,1672,,,,3,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
381,2,Carestia nel 1673 ad Acquaviva delle Fonti,2,1,1673,1673,,,,3,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
382,2,Carestia nel 1674 ad Acquaviva delle Fonti,2,1,1674,1674,,,,3,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
383,2,Carestia nel 1681 ad Acquaviva delle Fonti,2,1,1681,1681,,,,3,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
384,2,Carestia nel 1682 ad Acquaviva delle Fonti,2,1,1682,1682,,,,3,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
385,2,Carestia nel 1691 ad Acquaviva delle Fonti,2,1,1691,1691,,,,3,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
386,2,Carestia nel 1692 ad Acquaviva delle Fonti,2,1,1692,1692,,,,3,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
387,2,Si indica una carestia nel 1723 ad Acquaviva delle Fonti,2,1,1723,1723,,,,3,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
388,1,Si indica una siccità nella primavera del 1724 ad Acquaviva delle Fonti che compromise il raccolto,2,1,1724,1724,,,Primavera,4,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
389,2,Si indica una carestia nel 1750 ad Acquaviva delle Fonti,2,1,1750,1750,,,,3,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
390,1,Si indica una siccità nella primavera del 1716 ad Acquaviva delle Fonti,2,1,1716,1716,,,Primavera,4,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
391,1,Si indica una siccità nel 1706 ad Acquaviva delle Fonti,2,1,1706,1706,,,,3,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
392,1,Si indica una siccità nell'aprile del 1727 ad Acquaviva delle Fonti,2,1,1727,1727,01/04/1727,30/04/1727,Primavera,5,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
393,1,Si indica una siccità tra il 1738 e il 1739 ad Acquaviva delle Fonti,2,1,1738,1739,,,,3,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
394,1,Si indica una siccità tra il 1736 e il 1739 a Molfetta,2,1,1736,1739,,,,3,41.2,16.59,Molfetta,,TRUE,,
395,1,Si indica una siccità nell'aprile del 1754 ad Acquaviva delle Fonti,2,1,1754,1754,,,,3,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
396,1,Si indica una siccità tra l'aprile del 1755 e il 10 maggio ad Acquaviva delle Fonti,2,1,1755,1755,01/04/1755,10/05/1755,Primavera,5,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
397,1,Si indica una siccità tra il marzo e il maggio del 1756 ad Acquaviva delle Fonti,2,1,1756,1756,01/03/1756,31/05/1756,Inverno/Primavera,5,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
398,8,Si indica un calore eccessivo tra il 1758 e il 1760 ad Acquaviva delle Fonti,2,1,1758,1760,,,,3,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
399,1,Si indica una siccità nel febbraio 1761 ad Acquaviva delle Fonti,2,1,1761,1761,01/02/1761,28/02/1761,Inverno,5,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
400,1,Si indica una siccità nella primavera e nell'estate del 1762 ad Acquaviva delle Fonti,2,1,1762,1762,,,Primavera/Estate,4,40.89674921,16.84723617,Acquaviva delle Fonti,,TRUE,,
